Sender ID,Date,Message,Sentiment,Compound_Sentiment,Channel Name,Affiliated Channel,URLs,IP_Addresses,Hashes
-1001922060993,2024-03-25 23:04:56,"Tango Down 🇧🇩 Site : https://baf.mil.bd Bangladeash air force 
☢️Threat Actor solveig
☢️poc https://check-host.net/check-report/17131fe2kc90
Stay Away From Indian Cyber Space 
Greetz to
#Team NWH SECURITY 
#Demonsec
#Team D4RK PREDAT0RZ
#ʀᴀsʜᴛʀɪʏᴀ ᴄʏʙᴇʀ ғᴏʀᴄᴇ
#Team ucc
#Team BlackDragonsec
#indiancybermafia
#anonsec 
#cryptojackers india
#Hacktivist of vanguard
COUNTER CYBER ATTACK 
Jai Shree Ram ❤️","{'neg': 0.07, 'neu': 0.879, 'pos': 0.051, 'compound': -0.25}",-0.25,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://baf.mil.bd,https://check-host.net",,
-1001922060993,2024-03-25 19:34:06,"TEAM: CRYPTOJACKERS OF INDIAN 

SITE: https://ramucollege.edu.bd/

Poc: https://mirror-h.org/zone/5609403/

Hacked by :5764NG36 

Greetz to : 
#NetworkNine
#ʀᴀsʜᴛʀɪʏᴀCʏʙᴇʀFᴏʀᴄᴇ
#Demonsec
#darkpredatorz
#TeamUcc
#BlackDragonsec
#NwhSecurity
#KeralaCyberBlackSquad
#KeralaCyberDefenders
#Indiancybermafia
#anonsec
#Darkcyberwarrior
#Darkcyberwarriors
#kerala

Jai hind Jai Bharat:🇮🇳","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4019}",-0.4019,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://ramucollege.edu.bd,https://mirror-h.org",,
-1001922060993,2024-03-24 20:46:50,"Team AnonSec

#Hacked By : F63DDY_R007 

#bangladesh on my dick 😌

Greetings to :-
#NetworkNine
#DemonSec
#darkpredatorz
#TeamUcc
#Anonymous_India_101
#lulzsec1ndia
#TeamBlackDragonsec
#TeamNWH_Security
#CryptoJackers
#indiancybertroops
#IndianCyberForce
#KeralaCyberBlackSquad
#Indiancybermafia
#darkcyberwarrior
#ʀᴀsʜᴛʀɪʏᴀCʏʙᴇʀFᴏʀᴄᴇ

Jai hind Jai Bharat 🇮🇳","{'neg': 0.091, 'neu': 0.831, 'pos': 0.078, 'compound': -0.128}",-0.128,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,,,
-1001922060993,2024-03-23 08:52:10,In this hard time Team-Network-Nine will stand with Russia 🇷🇺 Deep condolence to the families who lost their loved ones   #united Indian hackers,"{'neg': 0.134, 'neu': 0.725, 'pos': 0.141, 'compound': 0.296}",0.296,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,,,
-1001922060993,2024-03-23 04:13:51,"Team AnonSec

#Hacked By : F63DDY_R007 

#Pakistan on my dick 😌

Greetings to :-
#NetworkNine
#DemonSec
#darkpredatorz
#TeamUcc
#Anonymous_India_101
#lulzsec1ndia
#TeamBlackDragonsec
#TeamNWH_Security
#CryptoJackers
#indiancybertroops
#IndianCyberForce
#KeralaCyberBlackSquad
#Indiancybermafia
#ʀᴀsʜᴛʀɪʏᴀCʏʙᴇʀFᴏʀᴄᴇ

Jai hind Jai Bharat 🇮🇳","{'neg': 0.094, 'neu': 0.826, 'pos': 0.08, 'compound': -0.128}",-0.128,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,,,
-1001922060993,2024-03-21 21:46:38,"TEAM: CRYPTOJACKERS OF INDIAN 


Hacked by :5764NG36 

Greetz to : 
#Demonsec
#darkpredatorz
#NetworkNine
#ʀᴀsʜᴛʀɪʏᴀCʏʙᴇʀFᴏʀᴄᴇ
#TeamUcc
#BlackDragonsec
#NwhSecurity
#KeralaCyberBlackSquad
#KeralaCyberDefenders
#Indiancybermafia
#anonsec
#Darkcyberwarriors
#kerala

Jai hind Jai Bharat:🇮🇳","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.4019}",-0.4019,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,,,
-1001922060993,2024-03-21 20:17:39,"**THE WORST HAS NOT COME YET INDONESIAN DOGS 🐕‍🦺

HACKED BY TEAM-NETWORK-NINE

Site 🇮🇩 : ****https://wktp.id/home/****
Poc 🇮🇩 : ****https://ownzyou.com/zone/217513****

☢️ Threat Actor SOLVEIG

📧 Indonesian Dogs Stay Away From Indian Cyber Space

Greetz to
****#Team**** NWH SECURITY 
****#Demonsec****
****#Team**** D4RK PREDAT0RZ
****#ʀᴀsʜᴛʀɪʏᴀ**** ᴄʏʙᴇʀ ғᴏʀᴄᴇ
****#Team**** ucc
****#Team**** BlackDragonsec
****#indiancybermafia****
****#anonsec**** 
****#cryptojackers**** india
****#Hacktivist**** of vanguard
COUNTER CYBER ATTACK**","{'neg': 0.171, 'neu': 0.788, 'pos': 0.041, 'compound': -0.8602}",-0.8602,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://wktp.id,https://ownzyou.com",,
-1001922060993,2024-03-17 18:50:28,"Hello everyone, a quick announcement: Team-Network-Nine never attacks any Indian websites, and that is totally out of scope for us. So, if anyone or any other team defaces Indian websites and uses our hashtag, don't do that because we are not going to support such useless actions. We are here to protect Indian cyberspace, and we will do that until our last breath.

Jai Hind

Team-Network-Nine

 All united Indian hackers.","{'neg': 0.065, 'neu': 0.818, 'pos': 0.118, 'compound': 0.6307}",0.6307,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,,,
-1001922060993,2024-03-17 02:48:08,"Team AnonSec

SITE: https://sonaranggpmhschool.edu.bd

POC: https://mirror-h.org/zone/5604377

#Hacked By : F63DDY_R007 


Greetings to :-
#NetworkNine
#DemonSec
#darkpredatorz
#TeamUcc
#TeamBlackDragonsec
#TeamNWH_Security
#CryptoJackers
#Indiancybermafia","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://sonaranggpmhschool.edu.bd,https://mirror-h.org",,
-1001922060993,2024-03-16 11:25:56,"[~] bida.gov.bd Was Taken Down By UnKn0wN Netw0rk [ 🇮🇳 ]

[~] Site Url : https://bida.gov.bd

[~] Report : https://check-host.cc/report/hsY7BbXcqckfiHJb1B5CAg

Greetz to
#Team NWH SECURITY 
#Team D4RK PREDAT0RZ
#ʀᴀsʜᴛʀɪʏᴀ ᴄʏʙᴇʀ ғᴏʀᴄᴇ
#Team ucc
#Team BlackDragonsec
#anonsec 
#cryptojackersindia
#Hacktivist of vanguard","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4084}",0.4084,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://bida.gov.bd,https://check-host.cc",,
-1001922060993,2024-03-16 08:22:39,"https://www.bssnews.net/


https://check-host.net/check-report/16b42c95k48c

#networknine
#Demonsec
#Team D4RK PREDAT0RZ
#ʀᴀsʜᴛʀɪʏᴀ ᴄʏʙᴇʀ ғᴏʀᴄᴇ
#Team ucc
#Team BlackDragonsec
#indiancybermafia
#anonsec 
#cryptojackers india
#Hacktivist of vanguard
COUNTER CYBER ATTACK","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5766}",-0.5766,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://www.bssnews.net,https://check-host.net",,
-1001922060993,2024-03-16 07:52:50,"https://bangladesh.gov.bd/index.php

https://check-host.net/check-report/16b3f54fk724


#networknine
#Demonsec
#Team D4RK PREDAT0RZ
#ʀᴀsʜᴛʀɪʏᴀ ᴄʏʙᴇʀ ғᴏʀᴄᴇ
#Team ucc
#Team BlackDragonsec
#indiancybermafia
#anonsec 
#cryptojackers india
#Hacktivist of vanguard
COUNTER CYBER ATTACK","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5766}",-0.5766,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://bangladesh.gov.bd,https://check-host.net",,
-1001922060993,2024-03-16 07:43:30,"https://www.highwaypolice.gov.bd/


https://check-host.net/check-report/16b3e458k1ed



#networknine
#Demonsec
#Team D4RK PREDAT0RZ
#ʀᴀsʜᴛʀɪʏᴀ ᴄʏʙᴇʀ ғᴏʀᴄᴇ
#Team ucc
#Team BlackDragonsec
#indiancybermafia
#anonsec 
#cryptojackers india
#Hacktivist of vanguard
COUNTER CYBER ATTACK","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5766}",-0.5766,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://www.highwaypolice.gov.bd,https://check-host.net",,
-1001922060993,2024-03-15 13:06:17,"**🔰Karatoa DCT College Of Bangladesh And Other Bangladeshi Websites Has Been Hacked By Team UCC 🔰

****https://karatoadct.edu.bd/****
****https://itvillagecu.com/****
****https://savarambulanceservice.com/****
****https://techbd-review.com/****
****https://rustic-lounge.com/****
****https://oceanloungerestaurant.com/****
****https://newpowerbd.com/****
****https://mamundataexpert.com/****

Databases Coming Soon !!

⚠️ Kangladeshi Skids Stay Away From Indian Cyber Space ⚠️

We Are Unknown Cyber Cult , Jai Shree Ram ❤️

****#TeamUCC**** ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh****  ****#Network_Nine****  ****#Black_Dragon_Sec**** ****#DarkCyberWarrior**** ****#Team_Rcf**** ****#GlorySec****

⚜️♤ ****@UCC_TEAM**** ♤⚜️**","{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.508}",-0.508,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://karatoadct.edu.bd,https://itvillagecu.com,https://savarambulanceservice.com,https://techbd-review.com,https://rustic-lounge.com,https://oceanloungerestaurant.com,https://newpowerbd.com,https://mamundataexpert.com",,
-1001922060993,2024-03-15 01:33:02,"TEAM D4RKSIDEZ 

SITE :# https://bnuhs.edu.bd/index.php/


POC :# https://mirror-h.org/zone/5602824

Hacked By : INJ3CT4BL3

#keralahacktivist
#indianhacktivist

Greetings to all and you","{'neg': 0.126, 'neu': 0.744, 'pos': 0.13, 'compound': 0.0258}",0.0258,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://bnuhs.edu.bd,https://mirror-h.org",,
-1001922060993,2024-03-14 10:13:31,"**🔰Abdus Samad Technical College Bangladesh Official Website Has Been Hacked By Team UCC 🔰

✅🇧🇩 Site :- ****https://asatcollege.edu.bd/****
✅🇧🇩 Poc :- ****https://ownzyou.com/zone/213083****

**[**Download Database Now ✅**](https://www.upload.ee/files/16388231/asatcollege_edu_bd.sql.html)**

⚠️ Kangladeshi Skids Stay Away From Indian Cyber Space ⚠️

We Are Unknown Cyber Cult , Jai Shree Ram ❤️

****#TeamUCC**** ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh****  ****#Network_Nine****  ****#Black_Dragon_Sec**** ****#DarkCyberWarrior**** ****#GlorySec****

⚜️♤ ****@UCC_TEAM**** ♤⚜️**","{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.4019}",-0.4019,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://asatcollege.edu.bd,https://ownzyou.com,https://www.upload.ee",,
-1001922060993,2024-03-12 16:01:57,"**Real Dynasty Home Pakistan Website Owned !!

Website :- ****https://realdynastyhome.pk/****
Poc :- ****https://ownzyou.com/zone/212961****

**[**Download Database**](https://www.upload.ee/files/16381304/realdynastyhome_pk.sql.html)** !! 

****#Imperfect_Guardians**** ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh****  ****#Network_Nine****  ****#Black_Dragon_Sec**** ****#DarkCyberWarrior**** ****#Demon_Sec**** ****#GlorySec****

⚜️ ****@Imperfect_Guardians**** ⚜️**","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://realdynastyhome.pk,https://ownzyou.com,https://www.upload.ee",,
-1001922060993,2024-03-12 16:01:56,"**Al kahf Educational and Scientific Research Academy Of Pakistan Website Is Hacked By Imperfect Guardians !!

****https://alkahf.org.pk/****
****https://verify.alkahf.org.pk/****
****https://store.alkahf.org.pk/****
****https://blogs.alkahf.org.pk/****
****https://fusion.alkahf.org.pk/****
****https://malikinam.alkahf.org.pk/****

**[**Mirror Done ✅ **](https://mirror-h.org/search/hacker/71288)**

****#Imperfect_Guardians****  ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh**** ****#Network_Nine**** ****#Black_Dragon_Sec**** ****#DarkCyberWarrior**** ****#Demon_Sec**** ****#GlorySec****

⚜️ ****@Imperfect_Guardians**** ⚜️**","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.6792}",-0.6792,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://alkahf.org.pk,https://verify.alkahf.org.pk,https://store.alkahf.org.pk,https://blogs.alkahf.org.pk,https://fusion.alkahf.org.pk,https://malikinam.alkahf.org.pk,https://mirror-h.org",,
-1001922060993,2024-03-08 16:39:12,"**🔰Bangladesh Dhaka Govt. Muslim High School Official Website Has Been Hacked By Team UCC 🔰

✅🇧🇩 Site :- ****http://www.dgmhs.edu.bd/****
✅🇧🇩 Poc :- ****https://mirror-h.org/zone/5600318/****

**[**Download Database Now ✅**](https://www.upload.ee/files/16367257/DHAKA_GOVT._MUSLIM_HIGH_SCHOOL.rar.html)**

⚠️ Kangladeshi Skids Stay Away From Indian Cyber Space ⚠️

We Are Unknown Cyber Cult , Jai Shree Ram ❤️

****#TeamUCC**** ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh****  ****#Network_Nine****  ****#Black_Dragon_Sec**** ****#DarkCyberWarrior****  ****#Demon_Sec**** ****#GlorySec****

⚜️♤ ****@UCC_TEAM**** ♤⚜️**","{'neg': 0.044, 'neu': 0.956, 'pos': 0.0, 'compound': -0.4019}",-0.4019,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"http://www.dgmhs.edu.bd,https://mirror-h.org,https://www.upload.ee",,
-1001922060993,2024-03-08 15:45:47,"**🔰Particles Bangladesh Limited. Official Website Has Been Hacked By Team UCC 🔰

✅🇧🇩 Site :- ****https://particlesbd.com/****
✅🇧🇩 Poc :- ****https://ownzyou.com/zone/211678****

**[**Download Database Now ✅**](https://www.upload.ee/files/16367023/particlesbd_com.sql.html)**

⚠️ Kangladeshi Skids Stay Away From Indian Cyber Space ⚠️

We Are Unknown Cyber Cult , Jai Shree Ram ❤️

****#TeamUCC**** ****#Indian_Hackers**** 🇮🇳

****#AnonymousIndia**** ****#UnknownCyberCult**** ****#Indian_Cyber_Punk**** ****#TeamNwh****  ****#Network_Nine****  ****#Black_Dragon_Sec**** ****#DarkCyberWarrior****  ****#Demon_Sec**** ****#GlorySec****

⚜️♤ ****@UCC_TEAM**** ♤⚜️**","{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.5574}",-0.5574,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"https://particlesbd.com,https://ownzyou.com,https://www.upload.ee",,
-1001922060993,2024-03-07 08:59:04,"Team DARK PREDAT0RZ

Hacked by S0LVEIG 

http://rrtmhs.edu.bd/
https://mmniadm.edu.bd/
https://www.charkalekhancollege.edu.bd/


https://ownzyou.com/zone/211202
https://ownzyou.com/zone/211203
https://ownzyou.com/zone/211204

@darkpredatorz","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",-0.4019,𝐓𝐄𝐀𝐌 𝐍𝐖𝐇 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘,,"http://rrtmhs.edu.bd,https://mmniadm.edu.bd,https://www.charkalekhancollege.edu.bd,https://ownzyou.com,https://ownzyou.com,https://ownzyou.com",,
